turno;nacionalidade;uf;codigo;nome;cargo;totalVotos;numeroCandidatoMaisVotado;totalVotosCandidatoMaisVotado;% do total de votos;Faixa;Candidato;Cor
1;Brasil;ma;7277;BALSAS;presidente;42414;13;19186;45,24%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;75175;CONGONHINHAS;presidente;4846;13;2191;45,21%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;71773;TAQUARITUBA;presidente;12665;17;5725;45,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;51233;ROCHEDO DE MINAS;presidente;1699;17;768;45,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;66834;MARINÓPOLIS;presidente;1292;17;584;45,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;49379;PAPAGAIOS;presidente;8427;17;3809;45,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;40061;CAPITÃO ANDRADE;presidente;2677;17;1210;45,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ba;35734;ILHÉUS;presidente;87515;13;39551;45,19%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pa;4243;SANTA BÁRBARA DO PARÁ;presidente;13547;13;6122;45,19%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ac;1570;ASSIS BRASIL;presidente;4327;17;1955;45,18%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;75116;MANGUEIRINHA;presidente;9991;13;4514;45,18%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sc;80977;DIONÍSIO CERQUEIRA;presidente;8296;17;3748;45,18%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pe;24279;GRAVATÁ;presidente;41941;13;18948;45,18%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;43257;CIPOTÂNEA;presidente;3002;13;1356;45,17%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;50938;RIBEIRÃO VERMELHO;presidente;2287;17;1033;45,17%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;77992;QUINTA DO SOL;presidente;3124;17;1411;45,17%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;47716;LIMA DUARTE;presidente;9974;13;4502;45,14%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pa;4804;BELTERRA;presidente;10754;13;4854;45,14%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;go;92231;ANHANGÜERA;presidente;811;17;366;45,13%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ap;6025;PORTO GRANDE;presidente;10151;13;4581;45,13%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rn;17876;PAU DOS FERROS;presidente;14847;13;6700;45,13%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;41432;BOCAINA DE MINAS;presidente;3067;17;1384;45,13%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;41580;SÃO GERALDO DO BAIXIO;presidente;2112;13;953;45,12%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;50555;PRATA;presidente;14286;17;6446;45,12%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Exterior;zz;30252;OTTAWA;presidente;663;17;299;45,10%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;90590;CHAPADA DOS GUIMARÃES;presidente;11062;17;4988;45,09%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;93165;INACIOLÂNDIA;presidente;2943;13;1327;45,09%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mt;90336;BARRA DO BUGRES;presidente;15733;17;7094;45,09%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;85057;ALECRIM;presidente;4383;17;1976;45,08%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;86541;CENTENÁRIO;presidente;2183;17;984;45,08%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;48615;MONTE CARMELO;presidente;24371;17;10985;45,07%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;41645;SÃO JOSÉ DA BARRA;presidente;4342;17;1957;45,07%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;52159;SÃO BENTO ABADE;presidente;2794;17;1259;45,06%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;14915;ORÓS;presidente;12612;13;5683;45,06%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;70858;SÃO JOÃO DAS DUAS PONTES;presidente;1567;17;706;45,05%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;48852;NANUQUE;presidente;18445;17;8310;45,05%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;71412;SILVEIRAS;presidente;3667;17;1652;45,05%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;42560;VERMELHO NOVO;presidente;3319;13;1495;45,04%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sc;80861;IRATI;presidente;1532;13;690;45,04%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;15512;SÃO JOÃO DO JAGUARIBE;presidente;4814;12;2168;45,04%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;rs;88811;SÃO LUIZ GONZAGA;presidente;18968;17;8540;45,02%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;93181;MONTIVIDIU DO NORTE;presidente;2328;13;1048;45,02%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;49557;PASSA VINTE;presidente;1553;17;699;45,01%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;75310;CRUZEIRO DO SUL;presidente;3064;13;1379;45,01%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;85359;BARRACÃO;presidente;3207;17;1443;45,00%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;15377;RUSSAS;presidente;42806;12;19249;44,97%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;pr;75590;FLÓRIDA;presidente;1748;17;786;44,97%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;40126;DIVISA ALEGRE;presidente;2996;13;1347;44,96%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;43192;CHALÉ;presidente;3510;13;1578;44,96%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;52019;SANTO ANTÔNIO DO GRAMA;presidente;2687;13;1208;44,96%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;84590;LUNARDELLI;presidente;3057;17;1374;44,95%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pa;5975;DOM ELISEU;presidente;20187;13;9073;44,94%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;to;95532;PONTE ALTA DO TOCANTINS;presidente;3527;13;1585;44,94%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;41637;BONFINÓPOLIS DE MINAS;presidente;3237;13;1454;44,92%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;88056;PORTO XAVIER;presidente;5954;17;2674;44,91%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sc;80659;CAMPO BELO DO SUL;presidente;4387;17;1970;44,91%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;es;56022;ÁGUA DOCE DO NORTE;presidente;7429;13;3336;44,91%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;42048;DOM BOSCO;presidente;2274;17;1021;44,90%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;64157;FERRAZ DE VASCONCELOS;presidente;87695;17;39368;44,89%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pe;24899;NAZARÉ DA MATA;presidente;17217;13;7729;44,89%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ms;91596;TERENOS;presidente;9670;17;4341;44,89%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ms;90611;CORGUINHO;presidente;2698;17;1211;44,89%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;75272;CORONEL VIVIDA;presidente;13499;17;6059;44,88%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;84573;FIGUEIRA;presidente;4886;17;2193;44,88%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;87963;TIRADENTES DO SUL;presidente;3516;13;1578;44,88%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;63851;DOLCINÓPOLIS;presidente;1531;13;687;44,87%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;89303;MATO QUEIMADO;presidente;1257;17;564;44,87%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;42277;CAMPO FLORIDO;presidente;4234;17;1899;44,85%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;48178;MATIPÓ;presidente;10582;13;4746;44,85%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;50393;POMPÉU;presidente;15461;17;6933;44,84%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pa;5797;SÃO GERALDO DO ARAGUAIA;presidente;13174;13;5907;44,84%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13854;CRATO;presidente;68630;13;30772;44,84%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sc;80705;PARAÍSO;presidente;2739;17;1228;44,83%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;78816;SÃO JORGE D'OESTE;presidente;6219;17;2788;44,83%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;14877;NOVA RUSSAS;presidente;16224;12;7273;44,83%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;mg;42463;URUANA DE MINAS;presidente;2144;13;961;44,82%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;75337;CRUZ MACHADO;presidente;10430;17;4675;44,82%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;89818;NOVA BRASILÂNDIA;presidente;2401;13;1076;44,81%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;44172;CURVELO;presidente;39641;17;17758;44,80%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;88579;SANTO ANTÔNIO DAS MISSÕES;presidente;6481;13;2902;44,78%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;45594;GUANHÃES;presidente;15106;17;6761;44,76%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;42013;CAIANA;presidente;2793;13;1250;44,75%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;42420;TAPARUBA;presidente;2296;13;1027;44,73%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;15555;SENADOR POMPEU;presidente;14634;13;6545;44,72%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;go;92320;MATRINCHÃ;presidente;2507;17;1121;44,71%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;53538;SOBRÁLIA;presidente;2939;17;1314;44,71%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;53210;SENHORA DO PORTO;presidente;2067;13;924;44,70%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;88668;VALE VERDE;presidente;2255;17;1008;44,70%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pb;22233;SOLEDADE;presidente;7630;13;3410;44,69%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;88030;PORTO LUCENA;presidente;3146;17;1406;44,69%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;42366;SÃO SEBASTIÃO DO ANTA;presidente;3518;17;1572;44,68%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;77879;PRESIDENTE CASTELO BRANCO;presidente;2863;17;1279;44,67%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;50954;RIO ACIMA;presidente;5970;17;2667;44,67%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;74187;BRASILÂNDIA DO SUL;presidente;2163;13;966;44,66%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;es;56189;SOORETAMA;presidente;12656;17;5652;44,66%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sc;81582;BANDEIRANTE;presidente;2105;13;940;44,66%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13293;ARNEIROZ;presidente;4724;12;2109;44,64%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;rs;86932;CHARQUEADAS;presidente;19073;17;8513;44,63%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;48070;MARMELÓPOLIS;presidente;1965;17;877;44,63%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;96873;CAMPINAÇU;presidente;2104;13;939;44,63%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;86789;GRAMADO XAVIER;presidente;2369;13;1057;44,62%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;63134;CARAPICUÍBA;presidente;202559;17;90375;44,62%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;es;56413;ECOPORANGA;presidente;13298;13;5933;44,62%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13773;CHAVAL;presidente;7726;13;3447;44,62%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;es;56308;GOVERNADOR LINDENBERG;presidente;6190;17;2761;44,60%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;13994;GROAÍRAS;presidente;6087;12;2715;44,60%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;pa;5614;TUCURUÍ;presidente;53194;13;23725;44,60%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;65757;ITIRAPUÃ;presidente;3351;17;1494;44,58%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sc;81442;PAIAL;presidente;1411;13;629;44,58%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;43079;CATAS ALTAS DA NORUEGA;presidente;2665;13;1188;44,58%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;71072;SÃO PAULO;presidente;6361966;17;2835930;44,58%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;65633;ITAQUAQUECETUBA;presidente;160319;17;71464;44,58%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;77739;PLANALTINA DO PARANÁ;presidente;2551;13;1137;44,57%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13498;BREJO SANTO;presidente;25763;12;11481;44,56%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;mg;42412;CAPARAÓ;presidente;3108;17;1385;44,56%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;87645;SANTO ANTÔNIO DO PALMA;presidente;1542;17;687;44,55%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;79456;VERÊ;presidente;5318;13;2369;44,55%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;15695;TIANGUÁ;presidente;40261;12;17929;44,53%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;am;2151;BOCA DO ACRE;presidente;13790;13;6140;44,53%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;78875;SÃO MATEUS DO SUL;presidente;25026;17;11141;44,52%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;13536;CAMPOS SALES;presidente;13899;13;6187;44,51%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ba;30058;EUNÁPOLIS;presidente;56035;17;24940;44,51%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;68837;PIRAPORA DO BOM JESUS;presidente;8862;17;3944;44,50%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pa;5355;SANTARÉM;presidente;171059;17;76120;44,50%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ms;91154;NIOAQUE;presidente;7503;17;3338;44,49%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pa;4405;VITÓRIA DO XINGU;presidente;9709;13;4318;44,47%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ap;6050;MACAPÁ;presidente;238381;17;106017;44,47%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;88676;SÃO FRANCISCO DE PAULA;presidente;11315;17;5032;44,47%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;90441;RIBEIRÃOZINHO;presidente;1410;17;627;44,47%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;91537;ROSÁRIO OESTE;presidente;8899;13;3957;44,47%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pa;4430;CAPANEMA;presidente;38123;13;16948;44,46%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;go;92720;SIMOLÂNDIA;presidente;3656;13;1625;44,45%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Exterior;zz;39020;ZAGREB;presidente;18;17;8;44,44%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;78212;RIO BRANCO DO SUL;presidente;19533;17;8680;44,44%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;87432;MATA;presidente;3092;17;1374;44,44%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;al;27715;JAPARATINGA;presidente;4276;17;1900;44,43%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rn;17612;NATAL;presidente;414947;17;184303;44,42%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ms;90395;BATAYPORÃ;presidente;5775;17;2565;44,42%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;78115;RESERVA;presidente;14426;17;6406;44,41%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;53830;TOMBOS;presidente;4919;13;2184;44,40%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;14273;ITAPAJÉ;presidente;29193;12;12960;44,39%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;ce;14117;IGUATU;presidente;50757;12;22512;44,35%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;mg;48291;MENDES PIMENTEL;presidente;3450;13;1530;44,35%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;69850;RIOLÂNDIA;presidente;4811;17;2133;44,34%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;93696;GOIANDIRA;presidente;2960;17;1312;44,32%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;76112;ITAGUAJÉ;presidente;2484;17;1101;44,32%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;90948;NOVO SANTO ANTÔNIO;presidente;1081;17;479;44,31%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;87424;PONTÃO;presidente;2600;13;1152;44,31%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;15830;VIÇOSA DO CEARÁ;presidente;31932;13;14148;44,31%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;74870;CAPANEMA;presidente;11266;17;4991;44,30%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;51179;RIO PRETO;presidente;3752;13;1662;44,30%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;es;56952;SÃO JOSÉ DO CALÇADO;presidente;5924;17;2624;44,29%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;86720;GARRUCHOS;presidente;1980;13;877;44,29%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rn;18198;RUY BARBOSA;presidente;2823;13;1250;44,28%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pi;11533;PARNAÍBA;presidente;78210;13;34621;44,27%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13129;BARREIRA;presidente;13166;13;5828;44,27%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;88625;BARRA DO QUARAÍ;presidente;2040;17;903;44,26%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;to;94170;ITAPORÃ DO TOCANTINS;presidente;1577;13;698;44,26%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sc;82791;QUILOMBO;presidente;6575;17;2910;44,26%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sp;67970;OURO VERDE;presidente;4205;17;1861;44,26%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pb;19372;BAYEUX;presidente;53395;17;23626;44,25%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pa;5851;CURIONÓPOLIS;presidente;10936;17;4838;44,24%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;43451;CONCEIÇÃO DAS ALAGOAS;presidente;13448;17;5949;44,24%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;75566;PRADO FERREIRA;presidente;2324;17;1028;44,23%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mt;98736;NOVA OLÍMPIA;presidente;7703;17;3407;44,23%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;53090;SARDOÁ;presidente;2847;13;1259;44,22%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;75094;CLEVELÂNDIA;presidente;9543;17;4220;44,22%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pi;12190;TERESINA;presidente;439229;13;194132;44,20%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;rs;88064;VALE DO SOL;presidente;6607;17;2920;44,20%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;79391;UNIFLOR;presidente;1675;17;740;44,18%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pe;25739;SÃO LOURENÇO DA MATA;presidente;54298;13;23981;44,17%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;13757;CEDRO;presidente;14630;12;6461;44,16%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;rs;89109;CANUDOS DO VALE;presidente;1438;13;635;44,16%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;67679;NOVA LUZITÂNIA;presidente;2002;17;884;44,16%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rn;17639;NÍSIA FLORESTA;presidente;14574;13;6433;44,14%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;pr;78093;RENASCENÇA;presidente;4095;13;1807;44,13%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Exterior;zz;30422;RIADE;presidente;34;17;15;44,12%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;92444;NOVO PLANALTO;presidente;2326;17;1026;44,11%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;13005;JIJOCA DE JERICOACOARA;presidente;10790;12;4758;44,10%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;mg;40347;LAGOA GRANDE;presidente;5099;13;2248;44,09%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sp;62340;NANTES;presidente;1631;17;719;44,08%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pr;79758;MARILENA;presidente;4038;13;1780;44,08%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;40649;SANTA BÁRBARA DO LESTE;presidente;4635;17;2043;44,08%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;pb;21415;POCINHOS;presidente;9611;13;4236;44,07%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;51055;RIO MANSO;presidente;3248;17;1431;44,06%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;43656;CONSELHEIRO LAFAIETE;presidente;67808;17;29867;44,05%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;40576;ANTÔNIO CARLOS;presidente;6693;13;2948;44,05%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;50750;QUELUZITO;presidente;1762;17;776;44,04%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;go;93912;HIDROLINA;presidente;2598;17;1144;44,03%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rn;18953;VERA CRUZ;presidente;7002;13;3083;44,03%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;sc;81760;BARRA BONITA;presidente;1406;17;619;44,03%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;85499;BOSSOROCA;presidente;3662;13;1612;44,02%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;mg;45390;FRONTEIRA;presidente;6922;17;3047;44,02%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;mg;44679;DORESÓPOLIS;presidente;1195;17;526;44,02%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;ce;14478;JUAZEIRO DO NORTE;presidente;132394;12;58275;44,02%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;pr;84719;SÃO JOSÉ DAS PALMEIRAS;presidente;2422;17;1066;44,01%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rn;18554;SÃO TOMÉ;presidente;6559;13;2886;44,00%;30 a 50%;Haddad;Haddad (30 a 50%)
1;Brasil;ce;14494;JUCÁS;presidente;13492;12;5936;44,00%;30 a 50%;Ciro;Ciro (30 a 50%)
1;Brasil;mg;48151;MATIAS BARBOSA;presidente;8509;17;3743;43,99%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;sc;80721;SANTA HELENA;presidente;1705;17;750;43,99%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
1;Brasil;rs;88218;RODEIO BONITO;presidente;3902;17;1716;43,98%;30 a 50%;Bolsonaro;Bolsonaro (30 a 50%)
